,Total_2023_Pilots,Total_2023_Student_Pilot_Cert,Total_2023_Private_Pilot_Cert,Total_2023_Commcercial_Pilot_Cert,Total_2023_Airline_Transport_Pilot_Cert,Total_2023_Flight_Instructor_Cert,2023_Male_Pilots,2023_Male_Student_Pilot_Cert,2023_Male_Private_Pilot_Cert,2023_Male_Commcercial_Pilot_Cert,2023_Male_Airline_Transport_Pilot_Cert,2023_Male_Flight_Instructor_Cert,2023_Women_Total_Pilots,2023_Women_Student_Pilot,2023_Women_Private_Pilot,2023_Women_Commercial_Pilot,2023_Women_Airline_Transport_Pilot,2023_Women_Flight_Instructor,Total_2022_Pilots,Total_2022_Student_Pilot_Cert,Total_2022_Private_Pilot_Cert,Total_2022_Commcercial_Pilot_Cert,Total_2022_Airline_Transport_Pilot_Cert,Total_2022_Flight_Instructor_Cert,2022_Male_Pilots,2022_Male_Student_Pilot_Cert,2022_Male_Private_Pilot_Cert,2022_Male_Commcercial_Pilot_Cert,2022_Male_Airline_Transport_Pilot_Cert,2022_Male_Flight_Instructor_Cert,2022_Women_Total_Pilots,2022_Women_Student_Pilot,2022_Women_Private_Pilot,2022_Women_Commercial_Pilot,2022_Women_Airline_Transport_Pilot,2022_Women_Flight_Instructor,Total_2021_Pilots,Total_2021_Student_Pilot_Cert,Total_2021_Private_Pilot_Cert,Total_2021_Commcercial_Pilot_Cert,Total_2021_Airline_Transport_Pilot_Cert,Total_2021_Flight_Instructor_Cert,2021_Male_Pilots,2021_Male_Student_Pilot_Cert,2021_Male_Private_Pilot_Cert,2021_Male_Commcercial_Pilot_Cert,2021_Male_Airline_Transport_Pilot_Cert,2021_Male_Flight_Instructor_Cert,2021_Women_Total_Pilots,2021_Women_Student_Pilot,2021_Women_Private_Pilot,2021_Women_Commercial_Pilot,2021_Women_Airline_Transport_Pilot,2021_Women_Flight_Instructor,Total_2020_Pilots,Total_2020_Student_Pilot_Cert,Total_2020_Private_Pilot_Cert,Total_2020_Commcercial_Pilot_Cert,Total_2020_Airline_Transport_Pilot_Cert,Total_2020_Flight_Instructor_Cert,2020_Male_Pilots,2020_Male_Student_Pilot_Cert,2020_Male_Private_Pilot_Cert,2020_Male_Commcercial_Pilot_Cert,2020_Male_Airline_Transport_Pilot_Cert,2020_Male_Flight_Instructor_Cert,2020_Women_Total_Pilots,2020_Women_Student_Pilot,2020_Women_Private_Pilot,2020_Women_Commercial_Pilot,2020_Women_Airline_Transport_Pilot,2020_Women_Flight_Instructor,Total_2019_Pilots,Total_2019_Student_Pilot_Cert,Total_2019_Private_Pilot_Cert,Total_2019_Commcercial_Pilot_Cert,Total_2019_Airline_Transport_Pilot_Cert,Total_2019_Flight_Instructor_Cert,2019_Male_Pilots,2019_Male_Student_Pilot_Cert,2019_Male_Private_Pilot_Cert,2019_Male_Commcercial_Pilot_Cert,2019_Male_Airline_Transport_Pilot_Cert,2019_Male_Flight_Instructor_Cert,2019_Women_Total_Pilots,2019_Women_Student_Pilot,2019_Women_Private_Pilot,2019_Women_Commercial_Pilot,2019_Women_Airline_Transport_Pilot,2019_Women_Flight_Instructor,Total_2018_Pilots,Total_2018_Student_Pilot_Cert,Total_2018_Private_Pilot_Cert,Total_2018_Commcercial_Pilot_Cert,Total_2018_Airline_Transport_Pilot_Cert,Total_2018_Flight_Instructor_Cert,Male_2018_Pilots,Male_2018_Student_Pilot_Cert,Male_2018_Private_Pilot_Cert,Male_2018_Commcercial_Pilot_Cert,Male_2018_Airline_Transport_Pilot_Cert,Male_2018_Flight_Instructor_Cert,2018_Women_Total_Pilots,2018_Women_Student_Pilot,2018_Women_Private_Pilot,2018_Women_Commercial_Pilot,2018_Women_Airline_Transport_Pilot,2018_Women_Flight_Instructor
United_States,760316,301685,174355,112178,172098,127875,680955,253976,160674,103034,163271,116949,79361,47709,13681,9144,8827,10926,710756,266436,170287,108801,165232,121410,672082,243156,163465,104476,160985,116158,38674,23280,6822,4325,4247,5252,674230,236562,167405,107766,162497,117689,612454,201302,156016,100166,154970,108600,61776,35260,11389,7600,7527,9089,643680,209397,166047,106016,162220,114010,588309,178990,155303,99166,154850,105655,55371,30407,10744,6850,7370,8355,614636,184514,165300,102380,162442,109968,565091,158527,155213,96220,155131,102238,49545,25987,10087,6160,7311,7730,582126,155106,167540,100366,159114,105179,538765,134029,157861,94698,152177,98051,43361,21077,9679,5668,6937,7128
